Name,Ranking,ID,Rank
Searcy Beauty College,NA,185,NA
Shorter College,NA,186,NA
Williams Baptist College,NA,187,NA
South Arkansas Community College,NA,188,NA
Southern Arkansas University Main Campus,NA,189,NA
Southern Arkansas University Tech,NA,190,NA
Velvatex College of Beauty Culture,NA,191,NA
University of Arkansas-Fort Smith,NA,192,NA
Academy of Art University,NA,193,NA
ITT Technical Institute-Rancho Cordova,NA,194,NA
Academy of Chinese Culture and Health Sciences,NA,195,NA
The Academy of Radio and TV Broadcasting,NA,196,NA
Avalon School of Cosmetology-Alameda,NA,197,NA
College of Alameda,NA,198,NA
Allan Hancock College,NA,199,NA
American Academy of Dramatic Arts-Los Angeles,NA,200,NA
American Baptist Seminary of the West,NA,201,NA
American Film Institute Conservatory,NA,202,NA
American Beauty College,NA,203,NA
American Career College-Los Angeles,NA,204,NA
American Conservatory Theater,NA,205,NA
American River College,NA,206,NA
Antelope Valley College,NA,207,NA
Art Center College of Design,NA,208,NA
Associated Technical College-Los Angeles,NA,209,NA
Associated Technical College-San Diego,NA,210,NA
Azusa Pacific University,NA,211,NA
Bakersfield College,NA,212,NA
Barstow Community College,NA,213,NA
Bellus Academy-National City,NA,214,NA
Bethesda University,NA,215,NA
Biola University,NA,216,NA
Brooks Institute,NA,217,NA
Brownson Technical School,NA,218,NA
Bryan University,NA,219,NA
Butte College,NA,220,NA
Phillips Graduate Institute,NA,221,NA
California Institute of Integral Studies,NA,222,NA
Cabrillo College,NA,223,NA
California Baptist University,NA,224,NA
California College of the Arts,NA,225,NA
University of California-Hastings College of Law,NA,226,NA
California Institute of Technology,NA,227,36
California Institute of Technology,NA,227,83
California Lutheran University,NA,228,NA
California Polytechnic State University-San Luis Obispo,NA,229,157
Alliant International University-San Diego,NA,230,NA
California State University-Bakersfield,NA,231,NA
California State University-Stanislaus,NA,232,NA
California State University-San Bernardino,NA,233,NA
California State Polytechnic University-Pomona,NA,234,NA
California State University-Chico,NA,235,NA
California State University-Dominguez Hills,NA,236,NA
California State University-Fresno,NA,237,NA
California State University-Fullerton,NA,238,NA
California State University-East Bay,NA,239,NA
California State University-Long Beach,NA,240,NA
California State University-Los Angeles,NA,241,NA
California State University-Northridge,NA,242,NA
California State University-Sacramento,NA,243,NA
University of California-Berkeley,NA,244,37
University of California-Davis,NA,245,116
University of California-Irvine,NA,246,152
University of California-Los Angeles,NA,247,43
University of California-Riverside,NA,248,243
University of California-San Diego,NA,249,108
University of California-San Francisco,NA,250,NA
University of California-Santa Barbara,NA,251,105
University of California-Santa Cruz,NA,252,185
Sofia University,NA,253,NA
California Beauty School,NA,254,NA
California Christian College,NA,255,NA
Le Cordon Bleu College of Culinary Arts-San Francisco,NA,256,NA
California Hair Design Academy,NA,257,NA
California Institute of the Arts,NA,258,NA
The California Maritime Academy,NA,259,NA
California Western School of Law,NA,260,NA
Canada College,NA,261,NA
College of the Canyons,NA,262,NA
Career Academy of Beauty,NA,263,NA
Casa Loma College-Van Nuys,NA,264,NA
CET-San Diego,NA,265,NA
CET-Sobrato,NA,266,NA
CET-El Centro,NA,267,NA
CET-San Bernardino,NA,268,NA
CET-Watsonville,NA,269,NA
CET-Salinas,NA,270,NA
Cerritos College,NA,271,NA
Cerro Coso Community College,NA,272,NA
Chabot College,NA,273,NA
Chaffey College,NA,274,NA
Chapman University,NA,275,NA
Charles R Drew University of Medicine and Science,NA,276,NA
Concordia University-Irvine,NA,277,NA
San Diego Christian College,NA,278,NA
Church Divinity School of the Pacific,NA,279,NA
Citrus College,NA,280,NA
Citrus Heights Beauty College,NA,281,NA
City College of San Francisco,NA,282,NA
Claremont Graduate University,NA,283,NA
Claremont McKenna College,NA,284,26
Milan Institute-Visalia,NA,285,NA
Clovis Adult Education,NA,286,NA
Coastline Community College,NA,287,NA
Cogswell College,NA,288,NA
Coleman University,NA,289,NA
COBA Academy,NA,290,NA
Western University of Health Sciences,NA,291,NA
Columbia College,NA,292,NA
Columbia College-Hollywood,NA,293,NA
El Camino College-Compton Center,NA,294,NA
Contra Costa College,NA,295,NA
Cosumnes River College,NA,296,NA
Crafton Hills College,NA,297,NA
Cuesta College,NA,298,NA
Cuyamaca College,NA,299,NA
Cypress College,NA,300,NA
De Anza College,NA,301,NA
Marinello Schools of Beauty-Hemet,NA,302,NA
International School of Beauty Inc,NA,303,NA
Dell'Arte International School of Physical Theatre,NA,304,NA
College of the Desert,NA,305,NA
Design Institute of San Diego,NA,306,NA
Diablo Valley College,NA,307,NA
Dominican University of California,NA,308,NA
Dominican School of Philosophy & Theology,NA,309,NA
East Los Angeles College,NA,310,NA
Marinello Schools of Beauty-Santa Clara,NA,311,NA
El Camino Community College District,NA,312,NA
Elegance International,NA,313,NA
Marinello Schools of Beauty-Burbank,NA,314,NA
Marinello Schools of Beauty-Moreno Valley,NA,315,NA
Emperor's College of Traditional Oriental Medicine,NA,316,NA
Empire College,NA,317,NA
Evergreen Valley College,NA,318,NA
Fashion Institute of Design & Merchandising-Los Angeles,NA,319,NA
Fashion Institute of Design & Merchandising-San Francisco,NA,320,NA
Fashion Institute of Design & Merchandising-Orange County,NA,321,NA
Feather River Community College District,NA,322,NA
Federico Beauty Institute,NA,323,NA
Fielding Graduate University,NA,324,NA
Five Branches University,NA,325,NA
Redondo Beach Beauty College,NA,326,NA
Foothill College,NA,327,NA
Franciscan School of Theology,NA,328,NA
Fredrick and Charles Beauty College,NA,329,NA
Fresno City College,NA,330,NA
Fresno Pacific University,NA,331,NA
Fuller Theological Seminary in California,NA,332,NA
Fullerton College,NA,333,NA
Gavilan College,NA,334,NA
Gemological Institute of America-Carlsbad,NA,335,NA
Glendale Community College,NA,336,NA
Glendale Career College,NA,337,NA
Golden Gate University-San Francisco,NA,338,NA
Golden West College,NA,339,NA
Graduate Theological Union,NA,340,NA
Grossmont College,NA,341,NA
Salon Success Academy-Riverside,NA,342,NA
Hartnell College,NA,343,NA
Harvey Mudd College,NA,344,56
Heald College-Rancho Cordova,NA,345,NA
Heald College-Fresno,NA,346,NA
Heald College-San Jose,NA,347,NA
Heald College-San Francisco,NA,348,NA
Heald College-Concord,NA,349,NA
Hilltop Beauty School,NA,350,NA
Holy Names University,NA,351,NA
Pacifica Graduate Institute,NA,352,NA
Humboldt State University,NA,353,NA
Humphreys College-Stockton and Modesto Campuses,NA,354,NA
Imperial Valley College,NA,355,NA
Institute for Business and Technology,NA,356,NA
Interior Designers Institute,NA,357,NA
Toni & Guy Hairdressing Academy-Santa Monica,NA,358,NA
Irvine Valley College,NA,359,NA
ITT Technical Institute-National City,NA,360,NA
ITT Technical Institute-San Dimas,NA,361,NA
ITT Technical Institute-Orange,NA,362,NA
Bellus Academy-El Cajon,NA,363,NA
John F. Kennedy University,NA,364,NA
American Jewish University,NA,365,NA
Reedley College,NA,366,NA
Life Pacific College,NA,367,NA
Argosy University-The Art Institute of California-San Diego,NA,368,NA
University of La Verne,NA,369,NA
Laguna College of Art and Design,NA,370,NA
Lake Tahoe Community College,NA,371,NA
Lancaster Beauty School,NA,372,NA
Laney College,NA,373,NA
Lassen Community College,NA,374,NA
Life Chiropractic College West,NA,375,NA
Lincoln University,NA,376,NA
Southern California Seminary,NA,377,NA
La Sierra University,NA,378,NA
Loma Linda University,NA,379,NA
Long Beach City College,NA,380,NA
Southern California University of Health Sciences,NA,381,NA
Los Angeles Harbor College,NA,382,NA
Los Angeles Pierce College,NA,383,NA
Los Angeles Southwest College,NA,384,NA
Los Angeles Trade Technical College,NA,385,NA
Los Angeles Valley College,NA,386,NA
The Master's College and Seminary,NA,387,NA
Los Angeles City College,NA,388,NA
Los Angeles County College of Nursing and Allied Health,NA,389,NA
Los Angeles Mission College,NA,390,NA
Los Medanos College,NA,391,NA
Argosy University-The Art Institute of California-San Francisco,NA,392,NA
Loyola Marymount University,NA,393,140
Lu Ross Academy,NA,394,NA
Manchester Beauty College,NA,395,NA
Tulare Beauty College,NA,396,NA
Lyles Fresno College of Beauty,NA,397,NA
Lytles Redwood Empire Beauty College Inc,NA,398,NA
MTI Business College Inc,NA,399,NA
MTI College,NA,400,NA
Brightwood College-Sacramento,NA,401,NA
Brightwood College-San Diego,NA,402,NA
Brightwood College-Vista,NA,403,NA
College of Marin,NA,404,NA
Marinello Schools of Beauty-Los Angeles,NA,405,NA
Marymount California University,NA,406,NA
Mendocino College,NA,407,NA
Menlo College,NA,408,NA
Merced College,NA,409,NA
Merritt College,NA,410,NA
Mills College,NA,411,NA
MiraCosta College,NA,412,NA
Marinello Schools of Beauty-San Francisco,NA,413,NA
Mission College,NA,414,NA
Modern Beauty Academy,NA,415,NA
Brightwood College-North Hollywood,NA,416,NA
Modesto Junior College,NA,417,NA
Moler Barber College,NA,418,NA
Middlebury Institute of International Studies at Monterey,NA,419,NA
Monterey Peninsula College,NA,420,NA
Moorpark College,NA,421,NA
Mt San Antonio College,NA,422,NA
Mount Saint Mary's University,NA,423,NA
Mt San Jacinto Community College District,NA,424,NA
Mueller College,NA,425,NA
Musicians Institute,NA,426,NA
Napa Valley College,NA,427,NA
Everest College-Reseda,NA,428,NA
Everest College-Gardena,NA,429,NA
Everest College-Alhambra,NA,430,NA
Everest College-San Bernardino,NA,431,NA
The National Hispanic University,NA,432,NA
National Holistic Institute,NA,433,NA
National University,NA,434,NA
Newschool of Architecture and Design,NA,435,NA
Newberry School of Beauty,NA,436,NA
North Adrian's College of Beauty Inc,NA,437,NA
North-West College-Pomona,NA,438,NA
North-West College-West Covina,NA,439,NA
North-West College-Pasadena,NA,440,NA
Notre Dame de Namur University,NA,441,NA
Occidental College,NA,442,92
Oceanside College of Beauty,NA,443,NA
Ohlone College,NA,444,NA
Orange Coast College,NA,445,NA
Otis College of Art and Design,NA,446,NA
Oxnard College,NA,447,NA
Hope International University,NA,448,NA
Concorde Career College-San Diego,NA,449,NA
Palo Alto University,NA,450,NA
Pacific Lutheran Theological Seminary,NA,451,NA
Pacific Oaks College,NA,452,NA
Pacific School of Religion,NA,453,NA
Pacific States University,NA,454,NA
Pacific Union College,NA,455,NA
University of the Pacific,NA,456,NA
Palo Verde College,NA,457,NA
Palomar College,NA,458,NA
Paris Beauty College,NA,459,NA
Pasadena City College,NA,460,NA
Pepperdine University,NA,461,121
Pitzer College,NA,462,114
Platt College-San Diego,NA,463,NA
Point Loma Nazarene University,NA,464,NA
Pomona College,NA,465,7
Porterville College,NA,466,NA
Westwood College-South Bay,NA,467,NA
Professional Institute of Beauty,NA,468,NA
Santa Ana College,NA,469,NA
Pardee RAND Graduate School,NA,470,NA
Shasta School of Cosmetology,NA,471,NA
University of Redlands,NA,472,179
College of the Redwoods,NA,473,NA
Salon Success Academy-Upland,NA,474,NA
Salon Success Academy-Corona,NA,475,NA
Rio Hondo College,NA,476,NA
Riverside City College,NA,477,NA
Argosy University-San Francisco Bay Area,NA,478,NA
Rosemead Beauty School,NA,479,NA
Dongguk University-Los Angeles,NA,480,NA
Rudolf Steiner College,NA,481,NA
Sacramento City College,NA,482,NA
Saddleback College,NA,483,NA
Samuel Merritt University,NA,484,NA
San Diego City College,NA,485,NA
Golf Academy of America-Carlsbad,NA,486,NA
San Diego Mesa College,NA,487,NA
San Diego Miramar College,NA,488,NA
San Diego State University,NA,489,221
University of San Diego,NA,490,195
San Francisco Art Institute,NA,491,NA
San Francisco Conservatory of Music,NA,492,NA
San Francisco State University,NA,493,NA
San Francisco Theological Seminary,NA,494,NA
University of San Francisco,NA,495,212
San Joaquin College of Law,NA,496,NA
San Joaquin Delta College,NA,497,NA
San Joaquin Valley College-Visalia,NA,498,NA
William Jessup University,NA,499,NA
San Jose City College,NA,500,NA
San Jose State University,NA,501,NA
College of San Mateo,NA,502,NA
Santa Barbara Business College-Bakersfield,NA,503,NA
Westwood College-Los Angeles,NA,504,NA
Santa Barbara Business College-Santa Maria,NA,505,NA
Santa Barbara City College,NA,506,NA
Santa Clara University,NA,507,82
Santa Monica College,NA,508,NA
Santa Rosa Junior College,NA,509,NA
Saybrook University,NA,510,NA
Scripps College,NA,511,79
Wyotech-Fremont,NA,512,NA
College of the Sequoias,NA,513,NA
Shasta Bible College and Graduate School,NA,514,NA
Shasta College,NA,515,NA
Sierra College,NA,516,NA
Sierra College of Beauty,NA,517,NA
Sierra Valley College of Court Reporting,NA,518,NA
Trinity Law School,NA,519,NA
Simpson University,NA,520,NA
College of the Siskiyous,NA,521,NA
Charles A Jones Career and Education Center,NA,522,NA
Skyline College,NA,523,NA
San Bernardino Valley College,NA,524,NA
Saint Mary's College of California,NA,525,213
Solano Community College,NA,526,NA
Sonoma State University,NA,527,NA
Pinnacle College,NA,528,NA
South Baylo University,NA,529,NA
South Coast College,NA,530,NA
Vanguard University of Southern California,NA,531,NA
Concorde Career College-Garden Grove,NA,532,NA
Southwestern College,NA,533,NA
Starr King School for the Ministry,NA,534,NA
Marshall B Ketchum University,NA,535,NA
Southern California Institute of Architecture,NA,536,NA
University of Southern California,NA,537,62
Southwestern Law School,NA,538,NA
Taft College,NA,539,NA
Claremont School of Theology,NA,540,NA
Thomas Aquinas College,NA,541,228
Marinello Schools of Beauty-Lake Forest,NA,542,NA
Epic Bible College,NA,543,NA
United Education Institute-Huntington Park Campus,NA,544,NA
Concorde Career College-San Bernardino,NA,545,NA
Universal College of Beauty Inc-Los Angeles 1,NA,546,NA
Concorde Career College-North Hollywood,NA,547,NA
Ventura College,NA,548,NA
Victor Valley Beauty College Inc,NA,549,NA
Victor Valley College,NA,550,NA
Berkeley City College,NA,551,NA
Walden University,NA,552,NA
Waynes College of Beauty,NA,553,NA
West Hills College-Coalinga,NA,554,NA
West Los Angeles College,NA,555,NA
West Valley College,NA,556,NA
Carrington College-Sacramento,NA,557,NA
Westminster Theological Seminary in California,NA,558,NA
Westmont College,NA,559,148
Whittier College,NA,560,NA
Woodbury University,NA,561,NA
The Wright Institute,NA,562,NA
Western State College of Law at Argosy University,NA,563,NA
Thomas Jefferson School of Law,NA,564,NA
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,NA,565,NA
Yuba College,NA,566,NA
The Salon Professional Academy-Grand Junction,NA,567,NA
Adams State University,NA,568,NA
Aims Community College,NA,569,NA
Arapahoe Community College,NA,570,NA
Bel-Rea Institute of Animal Technology,NA,571,NA
Everest College-Colorado Springs,NA,572,NA
University of Colorado Denver/Anschutz Medical Campus,NA,573,NA
University of Colorado Colorado Springs,NA,574,NA
Redstone College,NA,575,NA
University of Colorado Boulder,NA,576,111
Colorado Christian University,NA,577,NA
Colorado College,NA,578,54
Concorde Career College-Aurora,NA,579,NA
The Art Institute of Colorado,NA,580,NA
Colorado Mountain College,NA,581,NA
Colorado Northwestern Community College,NA,582,NA
Colorado School of Mines,NA,583,130
Colorado School of Trades,NA,584,NA
Colorado State University-Fort Collins,NA,585,269
Colorado Technical University-Colorado Springs,NA,586,NA
Empire Beauty School-Lakewood,NA,587,NA
Community College of Aurora,NA,588,NA
CollegeAmerica-Denver,NA,589,NA
Delta Montrose Technical College,NA,590,NA
Prince Institute-Rocky Mountains,NA,591,NA
Community College of Denver,NA,592,NA
Lincoln College of Technology-Denver,NA,593,NA
Denver Seminary,NA,594,NA
Westwood College-Denver North,NA,595,NA
University of Denver,NA,596,129
Emily Griffith Technical College,NA,597,NA
Fort Lewis College,NA,598,NA
Front Range Community College,NA,599,NA
Glenwood Beauty Academy,NA,600,NA
Hair Dynamics Education Center,NA,601,NA
Iliff School of Theology,NA,602,NA
International Salon and Spa Academy,NA,603,NA
Lamar Community College,NA,604,NA
Colorado Mesa University,NA,605,NA
Metropolitan State University of Denver,NA,606,NA
Morgan Community College,NA,607,NA
Naropa University,NA,608,NA
National American University-Colorado Springs,NA,609,NA
National American University-Denver,NA,610,NA
Nazarene Bible College,NA,611,NA
Northeastern Junior College,NA,612,NA
University of Northern Colorado,NA,613,NA
Otero Junior College,NA,614,NA
Everest College-Thornton,NA,615,NA
Pikes Peak Community College,NA,616,NA
IBMC College,NA,617,NA
Pueblo Community College,NA,618,NA
Red Rocks Community College,NA,619,NA
Regis University,NA,620,NA
Rocky Mountain College of Art and Design,NA,621,NA
Montessori Education Center of the Rockies,NA,622,NA
Colorado State University-Pueblo,NA,623,NA
Pickens Technical College,NA,624,NA
Intellitec College-Colorado Springs,NA,625,NA
Intellitec College-Grand Junction,NA,626,NA
Trinidad State Junior College,NA,627,NA
Empire Beauty School-Thornton,NA,628,NA
Western State Colorado University,NA,629,NA
Albertus Magnus College,NA,630,NA
Paul Mitchell the School-Danbury,NA,631,NA
Asnuntuck Community College,NA,632,NA
Branford Hall Career Institute-Branford Campus,NA,633,NA
Lincoln College of New England-Southington,NA,634,NA
Bridgeport Hospital School of Nursing,NA,635,NA
University of Bridgeport,NA,636,NA
Central Connecticut State University,NA,637,NA
Charter Oak State College,NA,638,NA
Connecticut Center for Massage Therapy-Newington,NA,639,NA
Connecticut College,NA,640,77
Marinello Schools of Beauty-East Hartford,NA,641,NA
Porter and Chester Institute of Branford,NA,642,NA
University of Connecticut,NA,643,137
Goodwin College,NA,644,NA
Lincoln Technical Institute-East Windsor,NA,645,NA
Eastern Connecticut State University,NA,646,NA
Fairfield University,NA,647,155
Paul Mitchell the School-North Haven,NA,648,NA
Capital Community College,NA,649,NA
Rensselaer Hartford Graduate Center Inc,NA,650,NA
American Institute-West Hartford,NA,651,NA
Hartford Seminary,NA,652,NA
University of Hartford,NA,653,NA
Holy Apostles College and Seminary,NA,654,NA
Housatonic Community College,NA,655,NA
Lyme Academy College of Fine Arts,NA,656,NA
Manchester Community College,NA,657,NA
Naugatuck Valley Community College,NA,658,NA
Middlesex Community College,NA,659,NA
Mitchell College,NA,660,NA
Three Rivers Community College,NA,661,NA
Lincoln Technical Institute-New Britain,NA,662,NA
New England Tractor Trailer Training School of Connecticut,NA,663,NA
University of New Haven,NA,664,NA
Ridley-Lowell Business & Technical Institute-New London,NA,665,NA
Norwalk Community College,NA,666,NA
Northwestern Connecticut Community College,NA,667,NA
Paier College of Art Inc,NA,668,NA
Marinello Schools of Beauty-Meriden,NA,669,NA
Porter and Chester Institute of Stratford,NA,670,NA
Post University,NA,671,NA
Quinebaug Valley Community College,NA,672,NA
Quinnipiac University,NA,673,NA
Sacred Heart University,NA,674,NA
University of Saint Joseph,NA,675,NA
Gateway Community College,NA,676,NA
St Vincent's College,NA,677,NA
Southern Connecticut State University,NA,678,NA
Stone Academy-Hamden,NA,679,NA
Tri-State College of Acupuncture,NA,680,NA
Trinity College,NA,681,NA
Tunxis Community College,NA,682,NA
Wesleyan University,NA,683,9
Western Connecticut State University,NA,684,NA
Yale-New Haven Hospital Dietetic Internship,NA,685,NA
Yale University,NA,686,6
Margaret H Rollins School of Nursing at Beebe Medical Center,NA,687,NA
Dawn Career Institute Inc,NA,688,NA
Delaware Technical Community College-Owens,NA,689,NA
Delaware Technical Community College-Terry,NA,690,NA
Delaware Technical Community College-Stanton/Wilmington,NA,691,NA
Delaware State University,NA,692,NA
University of Delaware,NA,693,127
Goldey-Beacom College,NA,694,NA
Schilling-Douglas School of Hair Design LLC,NA,695,NA
Wesley College,NA,696,NA
Wilmington University,NA,697,NA
American University,NA,698,115
Catholic University of America,NA,699,216
University of the District of Columbia,NA,700,NA
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,NA,701,NA
Gallaudet University,NA,702,NA
George Washington University,NA,703,96
Georgetown University,NA,704,20
Howard University,NA,705,NA
Medtech Institute,NA,706,NA
Strayer University-District of Columbia,NA,707,NA
National Conservatory of Dramatic Arts,NA,708,NA
Trinity Washington University,NA,709,NA
Wesley Theological Seminary,NA,710,NA
Wyotech-Daytona,NA,711,NA
The Art Institute of Fort Lauderdale,NA,712,NA
Atlantic Technical College,NA,713,NA
The Baptist College of Florida,NA,714,NA
Barry University,NA,715,NA
Gooding Institute of Nurse Anesthesia,NA,716,NA
Bethune-Cookman University,NA,717,NA
Lynn University,NA,718,NA
GUTI The Premier Beauty & Wellness Academy,NA,719,NA
Bradford-Union Technical Center,NA,720,NA
Eastern Florida State College,NA,721,NA
Broward College,NA,722,NA
Fortis College-Winter Park,NA,723,NA
Carlos Albizu University-Miami,NA,724,NA
College of Central Florida,NA,725,NA
Johnson University Florida,NA,726,NA
University of Central Florida,NA,727,NA
Charlotte Technical Center,NA,728,NA
Chipola College,NA,729,NA
Clearwater Christian College,NA,730,NA
Lorenzo Walker Technical College,NA,731,NA
Daytona State College,NA,732,NA
South University-West Palm Beach,NA,733,NA
Eckerd College,NA,734,NA
Florida SouthWestern State College,NA,735,NA
Edward Waters College,NA,736,NA
Embry-Riddle Aeronautical University-Daytona Beach,NA,737,NA
